Type,Nome,Name,Level,Skill,Life,Mp,Range,PhyAtk,MagAtk,PhyDef,MagDef,Dex,Agi,Crit atk,Crit def,Stun atk chance,Stun def chance,Stun duration,Block atk chance,Block def chance,Block duration,Blood atk chance,Blood def chance,Blood atk,Blood def,Blood duration,Poison atk chance,Poison def chance,Poison atk,Poison def,Poison duration,Silence atk chance,Silence def chance,Silence duration,Elem,Exp,Item 0,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Gold,Step,Move delay,Mp delay,Atk delay
261,Criatura 262,Creature 262,91,1,2828,2520,60,191,207,219,260,156,213,0.14,0.02,0.1,0.18,119,0.19,0.11,140,0.11,0.14,66.24,39.64,82,0.13,0.12,38.55,83.6,104,0.16,0.08,116,plant,3628,39,276,794,994,1194,1787,1941,-1,-1,-1,8286,1,0.0125,0.625,0.89
262,Criatura 263,Creature 263,92,1,2898,2668,60,215,250,225,212,163,181,0.14,0.02,0.17,0.05,95,0.15,0.06,141,0.16,0.09,27.65,88.16,60,0.09,0.14,28.32,80.07,59,0.18,0.07,57,snow,3684,158,218,795,995,1195,1788,1942,-1,-1,-1,8469,1,0.0125,0.625,0.98
263,Criatura 264,Creature 264,93,1,3625,2981,60,224,218,227,243,139,188,0.14,0.01,0.18,0.06,137,0.18,0.13,55,0.18,0.16,4.51,37.42,111,0.14,0.1,24.73,57.83,127,0.18,0.11,144,plant,3782,159,219,276,1684,1943,1944,-1,-1,-1,-1,8654,1,0.0125,0.625,0.94
264,Homem das neves,Snowman,94,1,2958,3548,60,246,230,278,252,131,174,0.13,0.02,0.15,0.19,148,0.14,0.07,115,0.14,0.18,68.94,14.94,89,0.18,0.18,77.39,42.8,145,0.13,0.2,55,fire,3803,58,158,159,1685,1686,1687,1688,1689,1698,1699,8841,1,0.0125,0.625,0.83
265,Criatura 266,Creature 266,90,1,3315,2850,60,229,226,217,208,128,180,0.13,0.02,0.07,0.13,117,0.11,0.1,120,0.06,0.12,77.73,87.6,135,0.09,0.18,63.93,82.35,54,0.19,0.07,137,earth,3513,59,596,796,996,1196,1690,1700,1789,1945,-1,8105,1,0.0125,0.625,0.83
266,Criatura 267,Creature 267,91,1,2547,3000,60,207,244,260,238,152,184,0.13,0.02,0.1,0.11,64,0.14,0.16,128,0.11,0.19,57.81,24.91,81,0.16,0.11,48.85,38.81,59,0.15,0.19,116,neutral,3628,276,597,797,997,1197,1691,1790,1791,1946,-1,8286,1,0.0125,0.625,0.91
267,Criatura 268,Creature 268,92,1,3547,3072,60,215,225,218,269,132,194,0.13,0.02,0.15,0.06,56,0.2,0.17,142,0.1,0.09,5.33,39.67,117,0.1,0.15,3.53,1.47,147,0.08,0.2,61,snow,3684,59,598,798,998,1198,1692,1792,1793,1794,1947,8469,1,0.0125,0.625,0.89
268,Criatura 269,Creature 269,93,1,3174,2981,60,214,256,202,240,147,153,0.14,0.02,0.13,0.09,119,0.09,0.16,78,0.06,0.13,77.94,22.13,98,0.09,0.16,32.07,26.29,65,0.07,0.1,92,light,3782,276,1693,1694,1795,1796,1797,1798,1799,1948,1949,8654,1,0.0125,0.625,0.89
269,Criatura 270,Creature 270,94,1,2792,3218,60,285,255,239,233,117,155,0.14,0.02,0.05,0.13,104,0.15,0.13,148,0.13,0.15,87.9,40.81,115,0.18,0.09,44.76,61.7,68,0.11,0.11,121,neutral,3803,399,599,799,999,1199,1695,1696,1697,1698,1699,8841,1,0.0125,0.625,0.89
270,Criatura 271,Creature 271,95,1,2904,3083,60,271,199,238,216,146,153,0.14,0.02,0.14,0.18,64,0.16,0.1,105,0.17,0.12,81.49,74.33,69,0.06,0.14,47.49,54.03,77,0.07,0.16,52,neutral,3830,28,132,192,277,1700,-1,-1,-1,-1,-1,9030,1,0.0125,0.625,0.98
271,Criatura 272,Creature 272,96,1,3356,3745,60,257,234,221,228,137,171,0.13,0.03,0.1,0.12,137,0.06,0.14,53,0.15,0.09,44.51,63.76,88,0.15,0.16,56.47,4.88,98,0.19,0.12,113,air,3831,29,133,192,277,1556,-1,-1,-1,-1,-1,9221,1,0.0125,0.625,0.82
272,Criatura 273,Creature 273,97,1,3005,2805,60,230,243,287,243,140,170,0.14,0.02,0.16,0.17,107,0.15,0.17,147,0.06,0.15,28.28,85.68,87,0.16,0.11,45.03,22.71,50,0.14,0.06,114,earth,3893,28,132,193,277,1557,-1,-1,-1,-1,-1,9414,1,0.0125,0.625,0.94
273,Criatura 274,Creature 274,98,1,2992,3390,60,293,239,236,246,121,164,0.14,0.02,0.07,0.13,98,0.09,0.11,116,0.07,0.08,23.18,69.26,70,0.15,0.1,74.97,12.4,62,0.06,0.08,62,earth,3938,29,133,193,277,1700,-1,-1,-1,-1,-1,9609,1,0.0125,0.625,0.93
274,Criatura 275,Creature 275,99,1,3674,3077,60,224,265,299,289,143,123,0.13,0.02,0.17,0.13,120,0.15,0.15,125,0.19,0.17,30.22,21.04,58,0.18,0.17,55.08,78.93,68,0.07,0.12,105,dark,4023,28,29,45,132,133,1558,1559,1560,1561,1690,9806,1,0.0125,0.625,0.91
275,Criatura 276,Creature 276,95,1,3239,3000,60,242,235,255,219,138,183,0.13,0.02,0.06,0.13,86,0.2,0.16,74,0.08,0.06,27.86,11.07,98,0.2,0.06,23.62,92.67,93,0.13,0.17,125,dark,3830,28,132,192,277,1700,-1,-1,-1,-1,-1,9030,1,0.0125,0.625,1.00
276,Criatura 277,Creature 277,96,1,2596,2946,60,277,238,261,244,157,180,0.12,0.02,0.11,0.13,73,0.06,0.18,87,0.09,0.19,7.61,67.39,135,0.16,0.13,29.26,87.4,96,0.13,0.12,50,snow,3831,29,133,192,277,1562,-1,-1,-1,-1,-1,9221,1,0.0125,0.625,1.03
277,Criatura 278,Creature 278,97,1,3432,3273,60,273,247,223,253,164,176,0.13,0.02,0.06,0.07,134,0.07,0.12,104,0.16,0.17,53.95,31.77,93,0.07,0.09,53.77,94.71,93,0.12,0.17,66,dark,3893,28,132,193,277,1563,-1,-1,-1,-1,-1,9414,1,0.0125,0.625,0.87
278,Criatura 279,Creature 279,98,1,3078,2833,60,269,236,273,215,154,186,0.14,0.02,0.12,0.08,124,0.08,0.1,121,0.12,0.05,76.06,21.88,137,0.14,0.2,0.27,68.86,143,0.15,0.14,85,air,3938,29,133,193,277,1700,-1,-1,-1,-1,-1,9609,1,0.0125,0.625,0.91
279,Criatura 280,Creature 280,99,1,2804,3163,60,211,235,269,255,155,177,0.14,0.02,0.14,0.14,109,0.12,0.1,135,0.07,0.19,89.94,81.78,118,0.18,0.18,95.59,37.56,148,0.08,0.09,148,fire,4023,28,29,45,132,133,1564,1565,1566,1567,1691,9806,1,0.0125,0.625,0.98
280,Criatura 281,Creature 281,95,1,3072,3292,60,255,225,229,255,152,178,0.13,0.02,0.18,0.13,132,0.13,0.13,91,0.15,0.12,46.63,44.12,141,0.11,0.18,85.61,67.18,125,0.06,0.08,67,fire,3830,28,152,194,278,1700,-1,-1,-1,-1,-1,9030,1,0.0125,0.625,0.92
281,Criatura 282,Creature 282,96,1,3187,3072,60,261,234,254,261,149,191,0.13,0.02,0.15,0.1,120,0.18,0.06,89,0.12,0.17,38.19,0.16,146,0.14,0.13,56.25,90.65,132,0.11,0.09,92,water,3831,29,153,194,278,1568,-1,-1,-1,-1,-1,9221,1,0.0125,0.625,0.92
282,Criatura 283,Creature 283,97,1,3688,2763,60,267,250,197,307,134,179,0.13,0.02,0.12,0.06,118,0.1,0.11,86,0.18,0.16,79.02,21.61,140,0.12,0.12,71.76,34.8,115,0.18,0.07,139,neutral,3893,28,152,195,278,1570,-1,-1,-1,-1,-1,9414,1,0.0125,0.625,0.85
283,Criatura 284,Creature 284,98,1,3250,3648,60,269,266,229,259,137,192,0.13,0.02,0.12,0.1,52,0.19,0.09,50,0.06,0.09,67.75,36.08,70,0.08,0.07,38.79,47.42,126,0.07,0.15,130,water,3938,29,153,195,278,1569,-1,-1,-1,-1,-1,9609,1,0.0125,0.625,0.88
284,Criatura 285,Creature 285,99,1,3891,2990,60,235,228,218,272,163,165,0.13,0.02,0.15,0.18,102,0.09,0.17,105,0.19,0.09,84.53,19.01,141,0.15,0.12,65.45,91.65,75,0.19,0.07,60,air,4023,28,29,46,152,153,1570,1571,1572,1573,1692,9806,1,0.0125,0.625,0.96
285,Criatura 286,Creature 286,100,1,3226,3325,60,295,247,240,271,144,198,0.14,0.02,0.12,0.15,91,0.16,0.11,133,0.1,0.11,43.91,35.04,84,0.2,0.15,95.54,71.36,115,0.06,0.14,130,thunder,5262,28,152,194,278,1700,-1,-1,-1,-1,-1,10005,1,0.0125,0.625,0.87
286,Criatura 287,Creature 287,101,1,3611,2783,60,250,257,284,253,159,189,0.13,0.02,0.11,0.15,105,0.15,0.1,146,0.08,0.06,57.71,5.08,51,0.15,0.1,99.85,66.8,142,0.19,0.16,116,plant,5282,29,153,194,278,1574,-1,-1,-1,-1,-1,10206,1,0.0125,0.625,0.90
287,Criatura 288,Creature 288,102,1,2616,3121,60,231,248,263,301,148,202,0.14,0.03,0.05,0.15,54,0.14,0.11,119,0.12,0.11,95.89,54.68,117,0.13,0.16,14.64,42.79,89,0.13,0.15,135,neutral,5338,28,152,195,278,1570,-1,-1,-1,-1,-1,10409,1,0.0125,0.625,0.91
288,Criatura 289,Creature 289,103,1,3454,2880,60,279,247,290,244,154,183,0.13,0.02,0.12,0.16,108,0.19,0.13,102,0.11,0.17,39.27,64.73,104,0.12,0.13,58.31,2.92,143,0.05,0.09,113,dark,5382,29,153,195,278,1575,-1,-1,-1,-1,-1,10614,1,0.0125,0.625,0.98
289,Criatura 290,Creature 290,104,1,3577,3225,60,257,253,239,257,182,188,0.14,0.02,0.15,0.06,76,0.14,0.06,106,0.1,0.11,34.6,1.95,66,0.1,0.13,48.72,81.59,111,0.18,0.07,62,earth,5831,28,29,46,152,153,1576,1577,1578,1579,1693,10821,1,0.0125,0.625,0.87
290,Criatura 291,Creature 291,100,1,3006,3544,60,289,268,244,247,138,184,0.14,0.02,0.11,0.18,120,0.07,0.12,64,0.05,0.08,69.59,31.66,66,0.12,0.1,98.66,93.69,149,0.1,0.16,63,air,5262,28,152,194,279,1700,-1,-1,-1,-1,-1,10005,1,0.0125,0.625,0.93
291,Criatura 292,Creature 292,101,1,3301,3313,60,291,229,250,267,149,165,0.13,0.02,0.13,0.2,136,0.09,0.09,121,0.12,0.2,98.6,10.15,146,0.12,0.19,74.51,100.05,62,0.15,0.05,98,light,5282,29,153,194,279,1580,-1,-1,-1,-1,-1,10206,1,0.0125,0.625,0.89
292,Criatura 293,Creature 293,102,1,3825,3210,60,238,277,224,294,144,170,0.13,0.02,0.09,0.12,91,0.16,0.14,54,0.16,0.15,92.25,77.73,86,0.2,0.13,39.68,2.48,131,0.15,0.14,62,water,5338,28,152,195,279,1570,-1,-1,-1,-1,-1,10409,1,0.0125,0.625,1.04
293,Criatura 294,Creature 294,103,1,3183,3420,60,272,254,265,283,124,160,0.14,0.03,0.2,0.15,77,0.06,0.18,61,0.11,0.05,57.63,32.62,101,0.07,0.14,66.81,70.8,69,0.18,0.11,146,snow,5382,29,153,195,279,1581,-1,-1,-1,-1,-1,10614,1,0.0125,0.625,0.86
294,Criatura 295,Creature 295,104,1,3349,3270,60,268,264,257,271,119,197,0.14,0.02,0.12,0.06,133,0.18,0.07,118,0.15,0.15,29.24,71.4,78,0.09,0.18,19.47,83.84,106,0.18,0.07,75,fire,5831,28,29,46,152,153,1582,1583,1584,1585,1694,10821,1,0.0125,0.625,0.89
295,Criatura 296,Creature 296,105,1,2828,3758,60,241,306,263,248,160,178,0.13,0.02,0.16,0.07,135,0.16,0.19,109,0.18,0.13,90.2,0.66,112,0.17,0.05,10.85,78.39,96,0.07,0.09,93,dark,5993,28,279,1586,1587,1700,1769,-1,-1,-1,-1,11030,1,0.0125,0.625,1.01
296,Criatura 297,Creature 297,106,1,3643,3423,60,269,291,273,305,136,164,0.14,0.02,0.14,0.18,56,0.12,0.18,54,0.19,0.11,65.75,83.25,146,0.18,0.14,92.24,23.86,91,0.14,0.08,64,earth,6012,369,569,769,969,1169,1588,-1,-1,-1,-1,11241,1,0.0125,0.625,0.86
297,Criatura 298,Creature 298,107,1,3489,3220,60,279,271,286,264,167,227,0.13,0.02,0.06,0.1,110,0.17,0.15,55,0.08,0.2,41.79,75.1,65,0.08,0.08,8.9,85.57,140,0.11,0.11,144,fire,6312,370,570,770,970,1170,1589,-1,-1,-1,-1,11454,1,0.0125,0.625,0.98
298,Criatura 299,Creature 299,108,1,3378,3814,60,315,274,344,266,173,142,0.13,0.02,0.16,0.11,118,0.12,0.19,129,0.07,0.19,8.71,29.24,51,0.1,0.1,4.59,57.47,64,0.09,0.14,140,neutral,6532,29,134,135,1590,1591,1770,-1,-1,-1,-1,11669,1,0.0125,0.625,0.89
299,Criatura 300,Creature 300,109,1,3599,3325,60,254,284,269,276,170,196,0.13,0.02,0.06,0.07,129,0.13,0.11,123,0.19,0.17,23.79,74.95,104,0.15,0.07,28.02,80.76,123,0.08,0.1,68,light,6660,47,194,195,371,571,771,971,1171,1691,1696,11886,1,0.0125,0.625,0.88
