ID,Name,Nome,Price,Drop chance,Description,Descrição,Type
1423,water gun,arma d'água,475,60,causes water atk,-,Item
1424,burning pan,panela fervente,480,60,causes fire atk,-,Item
1425,sharp leaf,folha afiada,485,60,causes plant atk,-,Item
1426,boulder,rochedo,490,60,causes earth atk,-,Item
1427,pressurized air,ar pressurizado,495,60,causes air atk,-,Item
1428,electric wire,fio elétrico,500,60,causes thunder atk,-,Item
1429,flashlight,lanterna,505,60,causes light atk,-,Item
1430,blindfold,venda,510,60,causes dark atk,-,Item
1431,snowchunck,punhado de neve,515,60,causes snow atk,-,Item
1432,water cannon,canhão de água,520,60,causes water atk,-,Item
1433,incinerator,incinerador,525,60,causes fire atk,-,Item
1434,beanstalk,pé de feijão,530,60,causes plant atk,-,Item
1435,mountain,montanha,535,60,causes earth atk,-,Item
1436,sparky spike,espinho faiscante,540,60,causes air atk,-,Item
1437,charged cloud,nuvem carregada,545,60,causes thunder atk,-,Item
1438,spotlight,holofote,550,60,causes light atk,-,Item
1439,wet plank,tábua molhada,555,60,causes dark atk,-,Item
1440,avalanche,avalanche,560,60,causes snow atk,-,Item
1441,cosmic pebble,seixo cósmico,565,60,-,-,Item
1442,falling star,estrela cadente,570,60,-,-,Item
1443,underground root,raiz subterrânea,575,60,-,-,Item
1444,pulsar fragment,fragmento de pulsar,580,60,-,-,Item
1445,active brain,cérebro ativo,585,60,-,-,Item
1446,pulsant heart,coração latejante,590,60,-,-,Item
1447,verdant tail,rabo verdejante,595,60,-,-,Item
1448,nine tails,nove caudas,600,60,-,-,Item
1449,animalistic drawing,desenho animalesco,605,60,-,-,Item
1450,acromic bat,bastão acrômico,610,60,-,-,Item
1451,untamed virus,vírus indomado,615,60,-,-,Item
1452,cromatic gel,gel cromático,620,60,-,-,Item
1453,crayon drawing,desenho de giz de cera,625,60,-,-,Item
1454,fertile soil,solo fértil,630,60,-,-,Item
1455,humid soil,solo úmido,635,60,-,-,Item
1456,moisty root,raiz úmida,640,60,-,-,Item
1457,frutiferous seed,semente frutífera,645,60,-,-,Item
1458,bouncy little creature,criaturinha saltitante,650,60,-,-,Item
1459,ascending rope,corda ascendente,655,60,-,-,Item
1460,flowey tiara,tiara florida,660,60,-,-,Item
1461,rocky ring,anel rochoso,665,60,-,-,Item
1462,rugged xylem,xilema rugoso,670,60,-,-,Item
1463,scratchy skin,pele áspera,675,60,-,-,Item
1464,piece of cloud,pedaço de nuvem,680,60,-,-,Item
1465,vibrant string,corda vibrante,685,60,-,-,Item
1466,ressonant rock,rocha ressonante,690,60,-,-,Item
1467,stalactite,estalactite,695,60,-,-,Item
1468,stalagmite,estalagmite,700,60,-,-,Item
1469,climbing hook,gancho trepador,705,60,-,-,Item
1470,subrock,rocha subterrânea,710,60,-,-,Item
1471,discovered relic,relíquia descoberta,715,60,-,-,Item
1472,fossil,fóssil,720,60,-,-,Item
1473,broken bone,osso quebrado,725,60,-,-,Item
1474,slippery lime,limo escorregadio,730,60,-,-,Item
1475,shiny mineral,mineral brilhante,735,60,-,-,Item
1476,crystaline water,água cristalina,740,60,-,-,Item
1477,expedition bag,mochila de expedição,745,60,-,-,Item
1478,bioluminescent jelly,gosma bioluminescente,750,60,-,-,Item
1479,crystallic formation,formação cristalina,755,60,-,-,Item
1480,moist walls,paredes úmidas,760,60,-,-,Item
1481,soft tissue,tecido mole,765,60,-,-,Item
1482,unused eyes,olhos não-usados,770,60,-,-,Item
1483,subcutaneous verm,larva subcutânea,775,60,-,-,Item
1484,obnoxious arm,braço obnóxio,780,60,-,-,Item
1485,articulate mouth,boca articulada,785,60,-,-,Item
1486,steep cliff,falésia íngreme,790,60,-,-,Item
1487,arqueological drawing,desenho arqueológico,795,60,-,-,Item
1488,overdosed fluid,fluido superdosado,800,60,-,-,Item
1489,sticky mucus,catarro grudento,805,60,-,-,Item
1490,sparkling wings,asas cintilantes,810,60,-,-,Item
1491,underground rock,rocha subterrânea,815,60,-,-,Item
1492,subsolid formation,formação subsólida,820,60,-,-,Item
1493,brilliant dust,pó brilhante,825,60,-,-,Item
1494,divine shiny eyes,olhos brilhantes divinos,830,60,-,-,Item
1495,crispy hair,cabelo crocante,835,60,-,-,Item
1496,capilar block,bloco capilar,840,60,-,-,Item
1497,clinchy toes,pés rebitados,845,60,-,-,Item
1498,howling paw,pata urrante,850,60,-,-,Item
1499,strafing law,lei metralhante,855,60,-,-,Item
1500,corona bacteria,bactéria corona,860,60,-,-,Item
1501,rotational helix,hélice rotacional,865,60,-,-,Item
1502,vortexy nuclei,núcleo vórtico,870,60,-,-,Item
1503,dug relic,relíquia escavada,875,60,-,-,Item
1504,exotic moss,musgo exótico,880,60,-,-,Item
1505,ground substrate,substrato do solo,885,60,-,-,Item
1506,biologic substance,substância biológica,890,60,-,-,Item
1507,putrefied smell,cheio putrefado,895,60,-,-,Item
1508,unique flower,flor única,900,60,-,-,Item
1509,twisted body part,parte do corpo retorcida,905,60,-,-,Item
1510,excavation flashlight,lanterna de escavação,910,60,-,-,Item
1511,warm waxed candle,vela parafinada morna,915,60,-,-,Item
1512,melted candle,vela derretida,920,60,-,-,Item
1513,intrinsic organism,organismo intrínseco,925,60,-,-,Item
1514,encrypted message,mensagem criptografada,930,60,-,-,Item
1515,petrified eye,olho petrificado,935,60,-,-,Item
1516,carismatic turbant,turbante carismático,940,60,-,-,Item
1517,intricate pattern,padrão intrincado,945,60,-,-,Item
1518,medieval hat,chapéu medieval,950,60,-,-,Item
1519,polygamous elder,ancião poligâmico,955,60,-,-,Item
1520,crooked tool,ferramenta torta,960,60,-,-,Item
1521,secret box,caixa secreta,965,60,-,-,Item
1522,compact wood piece,peça de madeira compacta,970,60,-,-,Item
1523,sedimented rock,rocha sedimentada,975,60,-,-,Item
1524,layered soil,solo em camadas,980,60,-,-,Item
1525,ornate orb,orbe ornamentado,985,60,-,-,Item
1526,crab leg,pata de carangueijo,990,60,-,-,Item
1527,shuriken,shuriken,995,60,-,-,Item
1528,coconut shell,casca de côco,1000,60,-,-,Item
1529,knee pad,joelheira,1005,60,-,-,Item
1530,granular sand,areia grossa,1010,60,-,-,Item
1531,pointy beak,bico pontiagudo,1015,60,-,-,Item
1532,palm leaf,folha de palha,1020,60,-,-,Item
1533,palm shell,casca de palma,1025,60,-,-,Item
1534,native skirt,saia nativa,1030,60,-,-,Item
1535,flowery collar,colar florido,1035,60,-,-,Item
1536,painted surfboard,prancha pintada,1040,60,-,-,Item
1537,waxed board,tábua parafinada,1045,60,-,-,Item
1538,fanatic flag,bandeira fanática,1050,60,-,-,Item
1539,orgastic dove,pombo orgástico,1055,60,-,-,Item
1540,ritualistic timpano,tímpano ritualístico,1060,60,-,-,Item
1541,aerodynamic disk,disco aerodinâmico,1065,60,-,-,Item
1542,wavy shell,concha ondulada,1070,60,-,-,Item
1543,saline towel,toalha salina,1075,60,-,-,Item
1544,freckled floater,flutuante com sardas,1080,60,-,-,Item
1545,water bucket,balde d'água,1085,60,-,-,Item
1546,contemporaneous costume,fantasia contemporânea,1090,60,-,-,Item
1547,swift pup,filhote veloz,1095,60,-,-,Item
1548,molded clay,argila moldada,1100,60,-,-,Item
1549,sand castle,castelo de areia,1105,60,-,-,Item
1550,swollen jellyfish,caravela inchada,1110,60,-,-,Item
1551,beachy music,música praieira,1115,60,-,-,Item
1552,airy shuttlecock,peteca aerada,1120,60,-,-,Item
1553,fan,leque,1125,60,-,-,Item
1554,salt water,água salgada,1130,60,-,-,Item
1555,sun hat,boné,1135,60,-,-,Item
1556,sticky tentacle,tentáculo grudento,1140,60,-,-,Item
1557,electric tail,cauda elétrica,1145,60,-,-,Item
1558,marine wing,asa marinha,1150,60,-,-,Item
1559,adapted bone arch,arcada óssea adaptada,1155,60,-,-,Item
1560,exotic feeler,antena exótica,1160,60,-,-,Item
1561,creepy mouth,boca assustadora,1165,60,-,-,Item
1562,shapeless form,forma sem formato,1170,60,-,-,Item
1563,synergic vortex,vórtex sinérgico,1175,60,-,-,Item
1564,fluorescent liquid,líquido florescente,1180,60,-,-,Item
1565,psychological mind,mente psicológica,1185,60,-,-,Item
1566,emotive soul,alma emocionada,1190,60,-,-,Item
1567,incisive tooth,dente incisivo,1195,60,-,-,Item
1568,scaling skin,pele escamada,1200,60,-,-,Item
1569,vigorous heart,coração vigoroso,1205,60,-,-,Item
1570,topping move,movimento avantajado,1210,60,-,-,Item
1571,tactile skin,pele táctil,1215,60,-,-,Item
1572,hard teeth,dentes duros,1220,60,-,-,Item
1573,luminous veil,véu luminoso,1225,60,-,-,Item
1574,inhumane sound,som inumano,1230,60,-,-,Item
1575,internal fluid,fluido interno,1235,60,-,-,Item
1576,refined pearl,pérola refinada,1240,60,-,-,Item
1577,overround roll,rolo superredondo,1245,60,-,-,Item
1578,scarlet pebble,seixo escarlate,1250,60,-,-,Item
1579,static energy,energia estática,1255,60,-,-,Item
1580,ecstatic ring,anel da êxtase,1260,60,-,-,Item
1581,inocular glasses,óculos inoculares,1265,60,-,-,Item
1582,relucent shape,forma reluzente,1270,60,-,-,Item
1583,tight handcuffs,algemas apertadas,1275,60,-,-,Item
1584,gradient piercing,piercing gradiente,1280,60,-,-,Item
1585,bearded octahedron,octaedro barbudo,1285,60,-,-,Item
1586,enamelled nails,unhas esmaltadas,1290,60,-,-,Item
1587,electrode,eletroldo,1295,60,-,-,Item
1588,lard,banha,1300,60,-,-,Item
1589,magnetic lens,lentes magnéticas,1305,60,-,-,Item
1590,dyed queratin,queratina tingida,1310,60,-,-,Item
1591,muscle relaxant,relaxante muscular,1315,60,-,-,Item
1592,shiny egg,ovo brilhante,1320,60,-,-,Item
1593,magma,magma,1325,60,-,-,Item
1594,ash,cinzas,1330,60,-,-,Item
1595,igneous rock,rocha ígnea,1335,60,-,-,Item
1596,incandescent fire,fogo incandescente,1340,60,-,-,Item
1597,serpent tail,cauda de serpente,1345,60,-,-,Item
1598,fantastic beast,criatura fantástica,1350,60,-,-,Item
1599,platinum,platina,1355,60,-,-,Item
1600,treacherous scythe,foice ameaçadora,1360,60,-,-,Item
1601,core,núcleo,1365,60,-,-,Item
1602,digital screen,tela digital,1370,60,-,-,Item
1603,romantic ship,nave romântica,1375,60,-,-,Item
1604,improbabilistic motor,motor improbabilístico,1380,60,-,-,Item
1605,overpriced headphone,fone de ouvido superfaturado,1385,60,-,-,Item
1606,rainbow umbrella,guarda-chuva arco-íris,1390,60,-,-,Item
1607,naughty bat,morcego sapeca,1395,60,-,-,Item
1608,intelligent lifeform,forma de vida inteligente,1400,60,-,-,Item
1609,pulsant vein,veia latejante,1405,60,-,-,Item
1610,throbbing member,membro pulsante,1410,60,-,-,Item
1611,flexible spiral,espiral flexível,1415,60,-,-,Item
1612,loaded cannon,canhão carregado,1420,60,-,-,Item
1613,alien greeting,saudação alienígena,1425,60,-,-,Item
1614,tale of the underworld,conto do submundo,1430,60,-,-,Item
1615,hipnotic eye,olho hipnótico,1435,60,-,-,Item
1616,archaic skeleton,esqueleto arcaico,1440,60,-,-,Item
1617,tortuous wings,asas tortuosas,1445,60,-,-,Item
1618,enthusiastic collar,colar entusiástico,1450,60,-,-,Item
1619,galactic plum,pluma galática,1455,60,-,-,Item
1620,wise corner,canto sábio,1460,60,-,-,Item
1621,lunatic spell,encanto lunático,1465,60,-,-,Item
1622,wicked bat,bastão encantado,1470,60,-,-,Item
1623,ignitive totem,totem ignitivo,1475,60,-,-,Item
1624,trillion tiny balls,tilhão de bolinhas,1480,60,-,-,Item
1625,improbable metal,metal improvável,1485,60,-,-,Item
1626,windy flute,flauta da ventania,1490,60,-,-,Item
1627,dimensional hole,buraco dimensional,1495,60,-,-,Item
1628,artistic disk,disco artístico,1500,60,-,-,Item
1629,stealthy smile,sorriso furtivo,1505,60,-,-,Item
1630,celestial paper,papel celestial,1510,60,-,-,Item
1631,pressurized gas,gás pressurizado,1515,60,-,-,Item
1632,harmonic melody,melodia harmônica,1520,60,-,-,Item
1633,spicy seasoning,tempero apimentado,1525,60,-,-,Item
1634,draconic tail,cauda dracônica,1530,60,-,-,Item
1635,power gear,engrenagem poderosa,1535,60,-,-,Item
1636,dusty tongue,língua empoeirada,1540,60,-,-,Item
1637,burried scroll,pergaminho enterrado,1545,60,-,-,Item
1638,restored vase,vaso restaurado,1550,60,-,-,Item
1639,blackbody,corpo negro,1555,60,-,-,Item
1640,sunny raindrop,gota de chuva com sol,1560,60,-,-,Item
1641,insect body,corpo de inseto,1565,60,-,-,Item
1642,transparent veil,véu transparente,1570,60,-,-,Item
1643,volcanic energy,energia vulcânica,1575,60,-,-,Item
1644,grumpy robot,robô rabugento,1580,60,-,-,Item
1645,immaterial orb,orbe imaterial,1585,60,-,-,Item
1646,translucid glass,vidro translúcido,1590,60,-,-,Item
1647,capture net,rede de captura,1595,60,-,-,Item
1648,scratchy cloth,tecido bom de arranhar,1600,60,-,-,Item
1649,burning forehead,testa em chamas,1605,60,-,-,Item
1650,tensioned tendon,tendão tensionado,1610,60,-,-,Item
1651,cloud adhesive,adesivo de nuvem,1615,60,-,-,Item
1652,sensitive nerve,nervo sensível,1620,60,-,-,Item
1653,gyroscope,giroscópio,1625,60,-,-,Item
1654,spinning fidget,inquietação giratória,1630,60,-,-,Item
1655,ill canine,canino doentio,1635,60,-,-,Item
1656,hot muscle,músculo quente,1640,60,-,-,Item
1657,sphere of snow,esfera de neve,1645,60,-,-,Item
1658,froggy eye,olho de sapo,1650,60,-,-,Item
1659,moulded blade,lâmina moldada,1655,60,-,-,Item
1660,hopeful hand,mão esperançosa,1660,60,-,-,Item
1661,twisted pen,caneta entortada,1665,60,-,-,Item
1662,misty sword,espada nebulosa,1670,60,-,-,Item
1663,cloudy puppet,marionete nublada,1675,60,-,-,Item
1664,jiggly butt,bumbum dançante,1680,60,-,-,Item
1665,furry tail,cauda peluda,1685,60,-,-,Item
1666,airy helix,hélice aerada,1690,60,-,-,Item
1667,spiral bracelet,bracelete espiral,1695,60,-,-,Item
1668,fractal flower,flor em fractal,1700,60,-,-,Item
1669,snowflake,floco de neve,1705,60,-,-,Item
1670,ice cube,cubo de gelo,1710,60,-,-,Item
1671,frozen cookies,biscoitos congelados,1715,60,-,-,Item
1672,white fur,pêlo branco,1720,60,-,-,Item
1673,glacial spear,lança glacial,1725,60,-,-,Item
1674,tyrande's horn,berrante de tyrande,1730,60,-,-,Item
1675,baked cookies,biscoitos assados,1735,60,-,-,Item
1676,cozy scarf,cachecol aconchegante,1740,60,-,-,Item
1677,large facewarmer,grande aquecedor de rosto,1745,60,-,-,Item
1678,viking hat,chapéu viking,1750,60,-,-,Item
1679,nightfall window,janela da queda da noite,1755,60,-,-,Item
1680,celestial companion,companhia celestial,1760,60,-,-,Item
1681,snowwhite gloves,luvas brancas de neve,1765,60,-,-,Item
1682,starry night,noite estrelada,1770,60,-,-,Item
1683,thermal isolating coat,casaco de isolamento térmico,1775,60,-,-,Item
1684,big foot,grande pé,1780,60,-,-,Item
1685,exploration flag,bandeira de exploração,1785,60,-,-,Item
1686,nightlight vision,visão da luz da noite,1790,60,-,-,Item
1687,snowman head,cabeça do homem das neves,1795,60,-,-,Item
1688,frosted skin,pele congelada,1800,60,-,-,Item
1689,mark of the adventure,marca da aventura,1805,60,-,-,Item
1690,neutral sphere,esfera neutra,0,60,-,-,Item
1691,sphere of water,esfera de água,0,60,-,-,Item
1692,sphere of fire,esfera de fogo,0,60,-,-,Item
1693,sphere of plant,esfera de planta,0,60,-,-,Item
1694,sphere of earth,esfera de terra,0,60,-,-,Item
1695,sphere of air,esfera de ar,0,60,-,-,Item
1696,sphere of thunder,esfera de trovão,0,60,-,-,Item
1697,sphere of light,esfera de luz,0,60,-,-,Item
1698,sphere of dark,esfera negra,0,60,-,-,Item
1699,sphere of snow,esfera de neve,0,60,-,-,Item
1700,ferky,ferque,4,30,-,-,Fab
1701,sewing thread,linha de costura,8,30,-,-,Fab
1702,sintetic leather,couro sintético,12,30,-,-,Fab
1703,iron ore,minério de ferro,16,30,-,-,Fab
1704,igniting rocks,rochas ignidoras,20,30,-,-,Fab
1705,cotton,algodão,24,30,-,-,Fab
1706,gold ore,minério de ouro,28,30,-,-,Fab
1707,carbon,carbono,32,30,-,-,Fab
1708,gold,ouro,36,30,-,-,Fab
1709,iron,ferro,40,30,-,-,Fab
1710,mountain feather,pena da montanha,44,30,-,-,Fab
1711,meteorite,meteorito,48,30,-,-,Fab
1712,needle,agulha,52,30,-,-,Fab
1713,coal,carvão,56,30,-,-,Fab
1714,steel,aço,60,30,-,-,Fab
1715,yeast,fermento,64,30,-,-,Fab
1716,oyster shell,casca de ostra,68,30,-,-,Fab
1717,titanium,titânio,72,30,-,-,Fab
1718,bamboo,bambu,76,30,-,-,Fab
1719,cloth,pano,80,30,-,-,Fab
1720,stake,estaca,84,30,-,-,Fab
1721,alcohol,álcool,88,30,-,-,Fab
1722,vines,videiras,92,30,-,-,Fab
1723,lego,lego,100,30,-,-,Fab
1724,plastic piece,peça plástica,100,30,-,-,Fab
1725,clay,argila,120,30,-,-,Fab
1726,protective gel,gel protetivo,120,30,-,-,Fab
1727,dreamcatcher,filtro dos sonhos,140,30,-,-,Fab
1728,purifying amulet,amuleto purificador,140,30,-,-,Fab
1729,aluminum,alumínio,160,30,-,-,Fab
1730,floating cotton,algodão flutuante,160,30,-,-,Fab
1731,fang,presa,180,30,-,-,Fab
1732,rugged wood,madeira enrugada,180,30,-,-,Fab
1733,tie,laço,200,30,-,-,Fab
1734,shared tie,laço compartilhado,200,30,-,-,Fab
1735,musical note,nota musical,220,30,-,-,Fab
1736,amplifying extension,extensão amplificadora,220,30,-,-,Fab
1737,scar,cicatriz,240,30,-,-,Fab
1738,beast scales,escamas de besta,240,30,-,-,Fab
1739,bond,conexão,260,30,-,-,Fab
1740,loving barrier,barreira de amor,260,30,-,-,Fab
1741,kunai,kunai,280,30,-,-,Fab
1742,shinobe protection,proteção shinobi,280,30,-,-,Fab
1743,reserve tank,tanque reserva,300,30,-,-,Fab
1744,self-filling energy,energia auto-abastecedora,300,30,-,-,Fab
1745,plasma ball,bola de plasma,320,30,-,-,Fab
1746,fluent energy,energia fluente,320,30,-,-,Fab
1747,spike,espinho,340,30,-,-,Fab
1748,calcic formation,formação cálcica,340,30,-,-,Fab
1749,organic mass,massa orgânica,360,30,-,-,Fab
1750,gooey mucus,muco gosmento,360,30,-,-,Fab
1751,moss,musgo,380,30,-,-,Fab
1752,thick mist,névoa densa,380,30,-,-,Fab
1753,glory,glória,400,30,-,-,Fab
1754,topping disk,disco avantajado,400,30,-,-,Fab
1755,maleficent influence,influência maléfica,420,30,-,-,Fab
1756,somber tentacles,tentáculos sombrios,420,30,-,-,Fab
1757,spiked fur,pelo espinhoso,440,30,-,-,Fab
1758,rebel attitude,atitude rebelde,440,30,-,-,Fab
1759,sword fragment,fragmento de espada,460,30,-,-,Fab
1760,piece of shield,peça de escudo,460,30,-,-,Fab
1761,crost,crosta,480,30,-,-,Fab
1762,calcified shell,casca calcificada,480,30,-,-,Fab
1763,beach sand,areia de praia,500,30,-,-,Fab
1764,wet grains,grãos úmidos,500,30,-,-,Fab
1765,shiny rock,pedra brilhante,520,30,-,-,Fab
1766,incandescent beam,feixe incandescente,520,30,-,-,Fab
1767,totem,totem,540,30,-,-,Fab
1768,leaf crown,coroa de folhas,540,30,-,-,Fab
1769,wavy power,poder ondulado,560,30,-,-,Fab
1770,water bubble,bolha de água,560,30,-,-,Fab
1771,circular flame,chama circular,580,30,-,-,Fab
1772,conjured explosion,explosão conjurada,580,30,-,-,Fab
1773,inner flame,chama interna,600,30,-,-,Fab
1774,continuous step,passo contínuo,600,30,-,-,Fab
1775,tectonic plate,placa tectônica,620,30,-,-,Fab
1776,earthly blast,choque terrestre,620,30,-,-,Fab
1777,pressurized lava,lava pressurizada,640,30,-,-,Fab
1778,untamed power,poder indomado,640,30,-,-,Fab
1779,radiactive uranium,urânio radioativo,660,30,-,-,Fab
1780,strong core,núcleo forte,660,30,-,-,Fab
1781,dragon eye,olho de dragão,680,30,-,-,Fab
1782,dragon ear,orelha de dragão,680,30,-,-,Fab
1783,dragon skin,pele de dragão,680,30,-,-,Fab
1784,dragon head,cabeça de dragão,680,30,-,-,Fab
1785,popsicle,picolé,700,30,-,-,Fab
1786,frozen balls,bolas congeladas,700,30,-,-,Fab
1787,polar snow,neve polar,720,30,-,-,Fab
1788,magnetic pole,pólo magnético,720,30,-,-,Fab
1789,boreal light,luz boreal,740,30,-,-,Fab
1790,bright dawn,amanhecer brilhante,740,30,-,-,Fab
1791,adventurous water,água aventureira,800,30,-,-,Fab
1792,adventurous fire,fogo aventureiro,800,30,-,-,Fab
1793,adventurous earth,terra aventureira,800,30,-,-,Fab
1794,adventurous plant,planta aventureira,800,30,-,-,Fab
1795,adventurous air,ar aventureiro,800,30,-,-,Fab
1796,adventurous thunder,trovão aventureiro,800,30,-,-,Fab
1797,adventurous light,luz aventureira,800,30,-,-,Fab
1798,adventurous darkness,sombra aventureira,800,30,-,-,Fab
1799,adventurous snow,neve aventureira,800,30,-,-,Fab
1800,rigid shell,casca rígida,5,20,-,-,Quest
1801,cutting edge,beira cortante,10,20,-,-,Quest
1802,harden wood,madeira dura,15,20,-,-,Quest
1803,resin,resina,20,20,-,-,Quest
1804,fixed base,base fixa,25,20,-,-,Quest
1805,childhood memory,memória de criança,30,20,-,-,Quest
1806,fighting spirit,espírito de luta,35,20,-,-,Quest
1807,wild curiosity,curiosidade selvagem,40,20,-,-,Quest
1808,encouraging boldness,ousadia encorajadora,45,20,-,-,Quest
1809,playful mind,mente brincalhona,50,20,-,-,Quest
1810,brave heart,coração valente,55,20,-,-,Quest
1811,bold voice,voz ousada,60,20,-,-,Quest
1812,impetuous impulse,impulso impetuoso,65,20,-,-,Quest
1813,fierce gesture,gesto feroz,70,20,-,-,Quest
1814,fiery will,vontade ardente,75,20,-,-,Quest
1815,proof of courage,prova de coragem,0,0,-,-,Quest
1816,proof of honor,prova de honra,0,0,-,-,Quest
1817,proof of loyalty,prova de lealdade,0,0,-,-,Quest
1818,orb of the master lord,orbe do mestre lorde,0,0,-,-,Quest
1819,proof of worthness,prova de valor,0,0,-,-,Quest
1820,proof of benignity,prova de bondade,0,0,-,-,Quest
1821,orb of the master shielder,orbe do mestre escudeiro,0,0,-,-,Quest
1822,proof of magic,prova de mágica,0,0,-,-,Quest
1823,proof of wisdom,prova de sabedoria,0,0,-,-,Quest
1824,proof of knowledge,prova de conhecimento,0,0,-,-,Quest
1825,orb of the master archmage,orbe do mestre arquimago,0,0,-,-,Quest
1826,proof of replenishment,prova de reabastecimento,0,0,-,-,Quest
1827,proof of purity,prova de pureza,0,0,-,-,Quest
1828,orb of the master healer,orbe do mestre curandeiro,0,0,-,-,Quest
1829,proof of determination,prova de determinação,0,0,-,-,Quest
1830,proof of dexterity,prova de destreza,0,0,-,-,Quest
1831,proof of energy,prova de energia,0,0,-,-,Quest
1832,orb of the master ranger,orbe do mestre ranger,0,0,-,-,Quest
1833,proof of simplicity,prova de simplicidade,0,0,-,-,Quest
1834,proof of chemistry,prova de química,0,0,-,-,Quest
1835,orb of the master elementalist,orbe do mestre elementalista,0,0,-,-,Quest
1836,proof of nature,prova de natureza,0,0,-,-,Quest
1837,proof of peace,prova de paz,0,0,-,-,Quest
1838,proof of equilibrum,prova de equilíbrio,0,0,-,-,Quest
1839,orb of the master king of the forest,orbe do mestre rei da floresta,0,0,-,-,Quest
1840,proof of wildness,prova de selvageria,0,0,-,-,Quest
1841,proof of harmony,prova de harmonia,0,0,-,-,Quest
1842,orb of the master wild,orbe do mestre selvagem,0,0,-,-,Quest
1843,proof of crime,prova de crime,0,0,-,-,Quest
1844,proof of money,prova de dinheiro,0,0,-,-,Quest
1845,proof of ambition,prova de ambição,0,0,-,-,Quest
1846,orb of the master mercenary,orbe do mestre mercenário,0,0,-,-,Quest
1847,proof of power,prova de poder,0,0,-,-,Quest
1848,proof of agility,prova de agilidade,0,0,-,-,Quest
1849,orb of the master agile,orbe do mestre ágil,0,0,-,-,Quest
1850,moldable copper,bronze moldável,255,20,-,-,Quest
1851,manipulative tube,tubo manipulativo,260,20,-,-,Quest
1852,hittable block,bloco batível,265,20,-,-,Quest
1853,spiky adornment,adorno espinhoso,270,20,-,-,Quest
1854,metallic sparkles,faíscas metálicas,275,20,-,-,Quest
1855,amulet of trust,amuleto de confiança,280,20,-,-,Quest
1856,friendship link,laço de amizade,285,20,-,-,Quest
1857,creative bond,ligação criativa,290,20,-,-,Quest
1858,unbreakable connection,conexão inquebrável,295,20,-,-,Quest
1859,internal joke,piada interna,300,20,-,-,Quest
1860,ascending will,vontade ascendente,305,20,-,-,Quest
1861,climbing equipment,equipamento de escalada,310,20,-,-,Quest
1862,bulky mass,massa volumosa,315,20,-,-,Quest
1863,robustness,robustez,320,20,-,-,Quest
1864,muscular constitution,constituição muscular,325,20,-,-,Quest
1865,chemical fluid,fluido químico,330,20,-,-,Quest
1866,magical bubbles,bolhas mágicas,335,20,-,-,Quest
1867,hipnotic whirl,redemoinho hipnótico,340,20,-,-,Quest
1868,vivid blood,sangue vívido,345,20,-,-,Quest
1869,arcane energy,energia arcana,350,20,-,-,Quest
1870,cloud blade,lâmina da nuvem,355,20,-,-,Quest
1871,shadowy cap,capa das sombras,360,20,-,-,Quest
1872,pervasive ornament,ornamento pervasivo,365,20,-,-,Quest
1873,swift shoes,calçados velozes,370,20,-,-,Quest
1874,slicing armlet,braçadeira cortante,375,20,-,-,Quest
1875,duty badge,emblema da função,380,20,-,-,Quest
1876,job proud,orgulho da profissão,385,20,-,-,Quest
1877,mastery amulet,amuleto da maestria,390,20,-,-,Quest
1878,calistic stake,estaca calística,395,20,-,-,Quest
1879,official emblem,emblema oficial,400,20,-,-,Quest
1880,flexible wood,madeira flexível,405,20,-,-,Quest
1881,line,linha,410,20,-,-,Quest
1882,hook,gancho,415,20,-,-,Quest
1883,handcatched fish,peixe pego à mão,420,20,-,-,Quest
1884,swimming feet,pés nadantes,425,20,-,-,Quest
1885,soundwave,onda sonora,430,20,-,-,Quest
1886,volant timbre,timbre volante,435,20,-,-,Quest
1887,vibrating vein,veia vibrante,440,20,-,-,Quest
1888,ressonant metal,metal ressonante,445,20,-,-,Quest
1889,rock 'n roll spirit,espírito rock 'n roll,450,20,-,-,Quest
1890,enchanted rock,rocha encantada,455,20,-,-,Quest
1891,shiny neon,neon brilhante,460,20,-,-,Quest
1892,orbital sphere,esfera orbital,465,20,-,-,Quest
1893,precious material,material precioso,470,20,-,-,Quest
1894,forging rock,rocha forjadora,475,20,-,-,Quest
1895,himonous belt,cinto hediondo,480,20,-,-,Quest
1896,vampiric hand,mão vampírica,485,20,-,-,Quest
1897,molecular optics,ótica molecular,490,20,-,-,Quest
1898,stringent hair,cabelo estringente,495,20,-,-,Quest
1899,voltaic turbine,turbina voltaica,500,20,-,-,Quest
1900,spiritual face,face espiritual,505,20,-,-,Quest
1901,feline paw,pata felina,510,20,-,-,Quest
1902,breezy air,leve brisa,515,20,-,-,Quest
1903,pale sheet,folha pálida,520,20,-,-,Quest
1904,humid cell,celúla úmida,525,20,-,-,Quest
1905,fulvous curve,curva fulvosa,530,20,-,-,Quest
1906,demoniac horn,chifre demoníaco,535,20,-,-,Quest
1907,cancerigeous tile,telha cancerígena,540,20,-,-,Quest
1908,rubber piece,peça de borracha,545,20,-,-,Quest
1909,peaceful smile,sorriso pacífico,550,20,-,-,Quest
1910,piercing cone,cone perfurante,555,20,-,-,Quest
1911,hardened mineral,mineral endurecido,560,20,-,-,Quest
1912,crystalized gypsum,gesso cristalizado,565,20,-,-,Quest
1913,gluey gel,gel colante,570,20,-,-,Quest
1914,armored base,base de armadura,575,20,-,-,Quest
